,name,avg_rating,num_of_reviews,latitude,longitude,restaurante_categoria,state_name,total_population,hispanic_population,avg_income
42322,deli peruano,4.3,25,41.0003248,-73.66431759999999,restaurante peruano,New York,19664161,3559667,59272.35
42332,fiestacos,4.4,18,33.9827272,-117.3410618,restaurante mexicano,California,38773436,14744533,63364.21
42341,la princesita taco truck,4.3,38,32.7828766,-117.1723128,restaurante mexicano,California,38773436,14744533,63364.21
42357,larimar,3.7,53,40.8386307,-73.9130119,restaurante latinoamericano,New York,19664161,3559667,59272.35
42368,lucido's tacos,4.8,38,41.8481265,-87.7194154,restaurante mexicano,Illinois,12829297,2113775,53467.05
42383,cervantes mexican food,4.3,45,33.8340057,-117.9158447,restaurante mexicano,California,38773436,14744533,63364.21
42405,licoreria & taqueria perez,4.1,18,41.8183318,-87.6968898,restaurante mexicano,Illinois,12829297,2113775,53467.05
42410,tossgreen,4.9,38,30.3204397,-81.674572,restaurante mexicano,Florida,20158603,4695397,48321.24
42425,amigo's mexican food,4.2,15,31.9030548,-102.3917747,restaurante mexicano,Texas,27337059,10704104,50373.87
42431,taqueria 24 7,4.1,14,32.8667838,-96.8749453,restaurante mexicano,Texas,27337059,10704104,50373.87
42437,pan american cafe,4.4,28,25.778254,-80.2146061,restaurante cubano,Florida,20158603,4695397,48321.24
42455,mama testa taqueria,4.1,27,32.9165344,-117.1259195,restaurante mexicano,California,38773436,14744533,63364.21
42468,taco stand el cuñao,4.8,58,29.9030171,-95.398119,restaurante mexicano,Texas,27337059,10704104,50373.87
42491,itza's kitchen,4.6,25,30.2204808,-97.6946921,restaurante mexicano,Texas,27337059,10704104,50373.87
42501,giraffas brazilian grill- north miami,3.9,68,25.8900597,-80.1618141,restaurante brasileño,Florida,20158603,4695397,48321.24
42529,mi ranchito mex,4.4,366,30.2470094,-81.8022348,restaurante mexicano,Florida,20158603,4695397,48321.24
42703,tu sonrisa,4.7,48,40.8428584,-73.93681219999999,restaurante dominicano,New York,19664161,3559667,59272.35
42712,el taco rico,3.7,16,30.1073913,-95.2565308,restaurante mexicano,Texas,27337059,10704104,50373.87
42719,merendero san marcos,4.6,17,34.0358257,-117.9362724,restaurante mexicano,California,38773436,14744533,63364.21
42728,la familia restaurant,4.7,38,34.0627041,-117.2539452,restaurante mexicano,California,38773436,14744533,63364.21
42739,mariscos pueblo culiche,4.6,36,33.7418068,-117.8848772,restaurante mexicano,California,38773436,14744533,63364.21
42760,el pollito mexican,3.7,16,40.6788889,-73.9786111,restaurante mexicano,New York,19664161,3559667,59272.35
42765,espada brazilian steak,3.7,18,43.1586107,-77.5840115,restaurante brasileño,New York,19664161,3559667,59272.35
42772,honduras cafe,4.3,65,28.0582182,-82.4341707,restaurante centroamericano,Florida,20158603,4695397,48321.24
42788,tropic foods,4.5,54,26.707429,-81.734663,restaurante caribeño,Florida,20158603,4695397,48321.24
42808,diaz tex-mex restaurant,4.1,88,32.1596636,-97.1513205,restaurante mexicano,Texas,27337059,10704104,50373.87
42840,luz de luna cafe,3.8,65,40.6274114,-73.9969522,restaurante mexicano,New York,19664161,3559667,59272.35
42862,villa del sol mexican restuarant,4.2,38,34.2579222,-118.5809253,restaurante mexicano,California,38773436,14744533,63364.21
42878,carnitas taqueria nueva italia,4.5,15,36.7658947,-119.7541308,restaurante mexicano,California,38773436,14744533,63364.21
42884,que bola?,4.6,18,30.2209289,-97.8264219,restaurante cubano,Texas,27337059,10704104,50373.87
42905,tortilleria zaragoza,4.6,38,34.5455437,-102.3110016,restaurante mexicano,Texas,27337059,10704104,50373.87
42914,tacos playa de oro,4.7,18,34.2241096,-118.5887548,restaurante mexicano,California,38773436,14744533,63364.21
42921,taqueria el taconazo,4.1,58,37.360746,-121.9480835,restaurante mexicano,California,38773436,14744533,63364.21
42949,taqueria taxco,4.0,36,33.1344448,-95.9882661,restaurante mexicano,Texas,27337059,10704104,50373.87
42960,omi’s kitchen,3.9,18,29.6492999,-82.32362979999999,restaurante latinoamericano,Florida,20158603,4695397,48321.24
42968,tacos estilo df,4.0,28,33.7825355,-118.2747256,restaurante mexicano,California,38773436,14744533,63364.21
42978,el divino rey,4.3,65,40.621079,-73.99866999999999,restaurante mexicano,New York,19664161,3559667,59272.35
42991,frida mexican restaurant,4.6,28,39.5901756,-89.7325134,restaurante mexicano,Illinois,12829297,2113775,53467.05
43002,tacos la penca azul,4.3,28,37.7684222,-122.2193514,restaurante mexicano,California,38773436,14744533,63364.21
43013,vickys barbacoa,4.1,38,29.4151655,-98.6236695,restaurante mexicano,Texas,27337059,10704104,50373.87
43028,taqueria gorditas doña esther,4.9,18,29.6666096,-95.2411476,restaurante mexicano,Texas,27337059,10704104,50373.87
43032,la guerita,4.3,38,26.480424,-97.7828988,restaurante mexicano,Texas,27337059,10704104,50373.87
43048,el meson de la ranas,3.8,37,26.2643235,-98.1944113,restaurante mexicano,Texas,27337059,10704104,50373.87
43066,7 luminarias,4.4,77,34.9695099,-120.5733493,restaurante mexicano,California,38773436,14744533,63364.21
43090,quick stop smoke shop and check cashing,4.5,98,33.4659434,-111.9972161,restaurante mexicano,Arizona,6707875,2030951,45892.43
43109,el rinconcito tepeyac,4.0,108,40.8094705,-73.9233512,restaurante mexicano,New York,19664161,3559667,59272.35
43136,las casas restaurant,2.9,78,31.092802,-97.377438,restaurante mexicano,Texas,27337059,10704104,50373.87
43168,cafe lago,4.0,33,25.783561,-80.34720999999999,restaurante cubano,Florida,20158603,4695397,48321.24
43177,erick's tacos,3.1,38,41.9685696,-87.6788308,restaurante mexicano,Illinois,12829297,2113775,53467.05
43197,bonnie’s roti shop,4.0,25,40.678059,-73.86990999999999,restaurante caribeño,New York,19664161,3559667,59272.35
43208,la michoacana meat market,4.0,27,29.679479,-95.2280515,restaurante mexicano,Texas,27337059,10704104,50373.87
43213,taqueria cazadores,3.9,28,29.704148,-95.5870992,restaurante mexicano,Texas,27337059,10704104,50373.87
43223,delfin bar & grill mexican seafood,4.6,108,41.7782757,-87.9754743,restaurante mexicano,Illinois,12829297,2113775,53467.05
43240,fortis restaurant,4.5,28,40.6958075,-73.7909337,restaurante caribeño,New York,19664161,3559667,59272.35
43249,chatos night club,3.9,68,25.7796902,-80.24229629999999,restaurante latinoamericano,Florida,20158603,4695397,48321.24
43269,mr. tacos & more,4.3,18,29.6947282,-95.0924455,restaurante mexicano,Texas,27337059,10704104,50373.87
43275,tacos el fogon,4.3,97,37.4709584,-122.2021862,restaurante mexicano,California,38773436,14744533,63364.21
43301,taqueria la plebe and more,4.8,54,34.2270129,-118.5364555,restaurante mexicano,California,38773436,14744533,63364.21
43321,twerk city tacos,5.0,88,33.1053883,-96.8185669,restaurante mexicano,Texas,27337059,10704104,50373.87
43337,casa mexico cantina,4.3,28,30.4742925,-97.976752,restaurante mexicano,Texas,27337059,10704104,50373.87
43345,latino market,4.9,108,33.5514124,-112.1173772,restaurante mexicano,Arizona,6707875,2030951,45892.43
43356,rico's taqueria,4.5,88,39.7596226,-121.6243545,restaurante mexicano,California,38773436,14744533,63364.21
43373,tacos mary,4.6,24,34.221328,-118.3725743,restaurante mexicano,California,38773436,14744533,63364.21
43382,sabroso restaurant,4.1,18,42.0559702,-88.00370319999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
43392,pozoleria iguala#2,4.6,28,41.7733878,-87.7033093,restaurante mexicano,Illinois,12829297,2113775,53467.05
43405,tia's laura mexican food,4.4,18,33.8814448,-118.2910408,restaurante mexicano,California,38773436,14744533,63364.21
43420,la canasta deli,4.3,38,40.6341147,-74.1243401,restaurante mexicano,New York,19664161,3559667,59272.35
43431,dr. burrito,3.4,28,37.410322,-122.0147743,restaurante mexicano,California,38773436,14744533,63364.21
43445,mariscos archibaldo,3.9,38,37.295037,-120.4839256,restaurante mexicano,California,38773436,14744533,63364.21
43461,taco john's,3.7,38,41.4417007,-90.5662505,restaurante mexicano,Illinois,12829297,2113775,53467.05
43471,rosarito grill,4.1,74,34.4164015,-118.4751845,restaurante mexicano,California,38773436,14744533,63364.21
43492,margie's,4.5,47,29.3528479,-98.8832634,restaurante mexicano,Texas,27337059,10704104,50373.87
43508,el mercadito meat market inc,4.0,28,30.3177811,-95.4552312,restaurante mexicano,Texas,27337059,10704104,50373.87
43519,pollo master,4.3,56,34.0603541,-118.2755086,restaurante mexicano,California,38773436,14744533,63364.21
43540,express pupusería,4.1,18,37.7804524,-122.4700321,restaurante centroamericano,California,38773436,14744533,63364.21
43551,la estrellita,4.6,68,28.5740612,-81.527264,restaurante mexicano,Florida,20158603,4695397,48321.24
43576,los tripones,4.3,34,34.181391,-118.370081,restaurante mexicano,California,38773436,14744533,63364.21
43583,fiesta brava,4.2,25,38.749819,-89.680627,restaurante mexicano,Illinois,12829297,2113775,53467.05
43590,antojitos freddy,4.4,14,25.9503341,-97.4127513,restaurante mexicano,Texas,27337059,10704104,50373.87
43597,la pasadita,4.0,58,38.6771287,-121.7897385,restaurante mexicano,California,38773436,14744533,63364.21
43614,la pancita feliz,4.5,33,33.935925,-118.0105973,restaurante mexicano,California,38773436,14744533,63364.21
43634,billar y restaurant,4.2,36,35.968517299999995,-119.293106,restaurante centroamericano,California,38773436,14744533,63364.21
43644,el trompo loco,4.0,27,29.8181707,-95.2073824,restaurante mexicano,Texas,27337059,10704104,50373.87
43651,nights and weekends,4.1,28,40.7237678,-73.95121619999999,restaurante caribeño,New York,19664161,3559667,59272.35
43658,panaderia amarilla,3.3,66,34.036311999999995,-118.257656,restaurante mexicano,California,38773436,14744533,63364.21
43673,tacos los 2 pollitos,3.9,37,33.7896804,-118.1929188,restaurante mexicano,California,38773436,14744533,63364.21
43687,sunrise food market & liquor,3.9,33,36.960191,-120.048765,restaurante mexicano,California,38773436,14744533,63364.21
43697,exito cafe,4.0,35,25.7794859,-80.2339922,restaurante cubano,Florida,20158603,4695397,48321.24
43701,el favorito taqueria,4.1,44,38.7100652,-121.0846477,restaurante mexicano,California,38773436,14744533,63364.21
43716,taco house,3.8,124,28.5249118,-99.8554407,restaurante mexicano,Texas,27337059,10704104,50373.87
43758,taqueria plaza mexico,4.5,36,37.991159,-121.8236057,restaurante mexicano,California,38773436,14744533,63364.21
43770,eddy's mexican restaurant,4.5,37,34.2855851,-114.1353116,restaurante mexicano,Arizona,6707875,2030951,45892.43
43784,the empanadas house,4.2,25,40.1104457,-88.2330915,restaurante latinoamericano,Illinois,12829297,2113775,53467.05
43792,el parralito restaurant 2,4.1,86,40.9973839,-73.66662199999999,restaurante peruano,New York,19664161,3559667,59272.35
43815,deli pupuseria salvadoreña,4.6,67,40.8281571,-73.4169651,restaurante centroamericano,New York,19664161,3559667,59272.35
43837,delicias de la abuela,3.9,64,40.8412685,-73.4119937,restaurante centroamericano,New York,19664161,3559667,59272.35
43853,sol azteca,4.3,54,40.3062158,-88.1554867,restaurante mexicano,Illinois,12829297,2113775,53467.05
43869,el amachado,4.7,37,31.7828442,-106.3017281,restaurante mexicano,Texas,27337059,10704104,50373.87
43879,fuel city,3.8,18,32.848439299999995,-97.3439445,restaurante mexicano,Texas,27337059,10704104,50373.87
43884,mayah’s restaurant cafe,4.6,24,37.7672999,-122.4063407,restaurante mexicano,California,38773436,14744533,63364.21
43895,azteca cafe,4.6,27,33.9841457,-101.3355851,restaurante mexicano,Texas,27337059,10704104,50373.87
43904,havana social,4.3,38,40.7162146,-73.96274369999999,restaurante cubano,New York,19664161,3559667,59272.35
43917,acai republic,4.9,78,33.8870611,-117.8663304,restaurante brasileño,California,38773436,14744533,63364.21
43939,taqueria la choca,4.4,57,26.2794368,-97.9933,restaurante mexicano,Texas,27337059,10704104,50373.87
43960,tacos leah,4.9,18,27.1606956,-80.3193534,restaurante mexicano,Florida,20158603,4695397,48321.24
43970,springs grill pizzeria,3.5,28,26.4761841,-81.8367896,restaurante latinoamericano,Florida,20158603,4695397,48321.24
43983,impact island cafe,5.0,83,29.1710881,-82.0540828,restaurante caribeño,Florida,20158603,4695397,48321.24
44010,taqueria sinaloense,4.8,18,40.7480687,-73.8767155,restaurante mexicano,New York,19664161,3559667,59272.35
44015,taco truck tho,4.6,28,34.2232696,-118.5708186,restaurante mexicano,California,38773436,14744533,63364.21
44024,fatboys taco,4.8,593,34.5796588,-118.1234688,restaurante mexicano,California,38773436,14744533,63364.21
44064,javiers mexican restaurant,4.3,113,42.0879161,-87.7972602,restaurante mexicano,Illinois,12829297,2113775,53467.05
44110,tacos el jaibo,4.2,38,29.7226038,-95.5382287,restaurante mexicano,Texas,27337059,10704104,50373.87
44127,taqueria chilangos,4.0,66,29.613721,-95.4424715,restaurante mexicano,Texas,27337059,10704104,50373.87
44143,carolina's taqueria & restaurant,4.1,18,25.912571,-97.5108718,restaurante mexicano,Texas,27337059,10704104,50373.87
44151,el torito grill,3.6,48,33.8350066,-118.3563235,restaurante mexicano,California,38773436,14744533,63364.21
44169,tamara's tamales,4.6,58,33.9922295,-118.4434873,restaurante mexicano,California,38773436,14744533,63364.21
44197,restaurante la neta,4.8,57,33.0160813,-96.5320215,restaurante mexicano,Texas,27337059,10704104,50373.87
44216,jose chuys mexican snacks,4.3,24,31.832802,-102.371646,restaurante mexicano,Texas,27337059,10704104,50373.87
44224,la masica cafeteria & restaurante,4.6,68,25.7703794,-80.2144359,restaurante centroamericano,Florida,20158603,4695397,48321.24
44241,cafeteria la mejor del caribe,4.4,25,25.8438096,-80.2601785,restaurante cubano,Florida,20158603,4695397,48321.24
44248,la plazita,4.7,38,32.6813977,-97.0082115,restaurante mexicano,Texas,27337059,10704104,50373.87
44261,baiano pizzeria - berkeley,4.1,24,37.8728367,-122.2734581,restaurante brasileño,California,38773436,14744533,63364.21
44270,doña estela mariscos,4.6,35,34.046647,-118.237652,restaurante mexicano,California,38773436,14744533,63364.21
44282,yarumba restaurant & lounge,4.5,38,26.1896564,-80.1280385,restaurante dominicano,Florida,20158603,4695397,48321.24
44294,taqueria san marcos,4.5,38,30.180069,-95.0798602,restaurante mexicano,Texas,27337059,10704104,50373.87
44303,fogón del cibao,4.6,66,25.5620591,-80.3718241,restaurante dominicano,Florida,20158603,4695397,48321.24
44317,mi salsa kitchen,4.3,47,40.7227487,-73.9890753,restaurante cubano,New York,19664161,3559667,59272.35
44329,tac-oh!,3.6,18,37.3039142,-121.8974158,restaurante mexicano,California,38773436,14744533,63364.21
44341,plata's mexican food,4.5,25,34.913362,-117.0236647,restaurante mexicano,California,38773436,14744533,63364.21
44351,hotlime tacos & ceviches - mia market,4.1,18,25.8122458,-80.1914912,restaurante mexicano,Florida,20158603,4695397,48321.24
44360,fruteria y mas,5.0,58,32.9166955,-96.662413,restaurante mexicano,Texas,27337059,10704104,50373.87
44378,tienda rio lempa,4.0,93,29.8058717,-95.1839391,restaurante mexicano,Texas,27337059,10704104,50373.87
44397,los primos mexican food,3.1,35,32.6527242,-116.9697033,restaurante mexicano,California,38773436,14744533,63364.21
44409,mejor que nada,3.9,67,31.840519,-102.398488,restaurante mexicano,Texas,27337059,10704104,50373.87
44428,alinas delicias,4.3,35,31.0829817,-97.663191,restaurante mexicano,Texas,27337059,10704104,50373.87
44437,tacos campestre,4.5,34,33.8086272,-117.225338,restaurante mexicano,California,38773436,14744533,63364.21
44450,el patio de fela,4.8,26,40.8019528,-73.9367147,restaurante latinoamericano,New York,19664161,3559667,59272.35
44459,qdoba mexican eats,3.2,26,33.3790274,-111.9288699,restaurante mexicano,Arizona,6707875,2030951,45892.43
44469,chilaquiles y más laredo,4.4,27,27.5851154,-99.4453602,restaurante mexicano,Texas,27337059,10704104,50373.87
44475,fringo's kitchen,4.7,38,33.3375692,-111.8599469,restaurante caribeño,Arizona,6707875,2030951,45892.43
44489,hey ceviche,4.7,47,25.7964958,-80.3490293,restaurante peruano,Florida,20158603,4695397,48321.24
44501,mexico bravo now mex mexican grill,3.4,98,25.932381,-80.1222452,restaurante mexicano,Florida,20158603,4695397,48321.24
44525,la sirena grill,4.1,38,33.9067228,-118.3905225,restaurante mexicano,California,38773436,14744533,63364.21
44543,el botanero bar,4.2,125,32.8555,-96.8694,restaurante mexicano,Texas,27337059,10704104,50373.87
44578,ha-weeda tavern and billiards,4.7,54,40.6515045,-74.0141372,restaurante latinoamericano,New York,19664161,3559667,59272.35
44588,mendocino taquería,4.2,18,39.306987,-123.798333,restaurante mexicano,California,38773436,14744533,63364.21
44597,el penacho,3.7,68,40.608493,-73.97362489999999,restaurante mexicano,New York,19664161,3559667,59272.35
44617,honduras kitchen,4.1,118,37.7149511,-122.4425001,restaurante centroamericano,California,38773436,14744533,63364.21
44650,nikola's tacos,4.3,34,29.8818512,-97.9150489,restaurante mexicano,Texas,27337059,10704104,50373.87
44667,chicos grill,4.5,18,37.4497509,-122.2315125,restaurante mexicano,California,38773436,14744533,63364.21
44674,camino real café,4.5,108,36.904171,-121.7485962,restaurante mexicano,California,38773436,14744533,63364.21
44711,little brooklyn taste,4.4,28,40.701741,-73.9366089,restaurante mexicano,New York,19664161,3559667,59272.35
44721,tic tac restaurant,4.4,58,34.0202759,-117.9534915,restaurante mexicano,California,38773436,14744533,63364.21
44740,barbacoa morales,4.5,24,34.016608999999995,-118.18507,restaurante mexicano,California,38773436,14744533,63364.21
44746,chick mex,4.6,44,42.9478903,-78.8541166,restaurante mexicano,New York,19664161,3559667,59272.35
44756,sabrosura dominicana,4.1,35,40.7390503,-73.9181512,restaurante dominicano,New York,19664161,3559667,59272.35
44768,belki's cuban deli,4.8,17,27.0892573,-82.44410119999999,restaurante cubano,Florida,20158603,4695397,48321.24
44778,el huevo mexicano,4.4,28,29.8329366,-95.3022024,restaurante mexicano,Texas,27337059,10704104,50373.87
44787,la malinche bar and grill,4.1,34,42.1972945,-88.1123697,restaurante mexicano,Illinois,12829297,2113775,53467.05
44797,tacos el cuñado,4.7,27,34.066408,-117.7210121,restaurante mexicano,California,38773436,14744533,63364.21
44810,riviera maya restaurant,4.7,68,40.7648721,-73.91454569999999,restaurante mexicano,New York,19664161,3559667,59272.35
44832,el indio,4.1,48,34.2642314,-118.4249617,restaurante mexicano,California,38773436,14744533,63364.21
44851,la rinconada mexican restaurant,4.1,78,33.7487463,-117.8698807,restaurante mexicano,California,38773436,14744533,63364.21
44881,guava grill - latin fusion,4.6,35,28.4921174,-81.2846266,restaurante latinoamericano,Florida,20158603,4695397,48321.24
44910,south harbor waterfront,4.4,28,37.6622222,-122.3836111,restaurante latinoamericano,California,38773436,14744533,63364.21
44922,morelos mexican restaurant & deli,4.3,58,40.6342591,-74.086544,restaurante mexicano,New York,19664161,3559667,59272.35
44939,laco taco,4.9,24,34.4450431,-118.6389675,restaurante mexicano,California,38773436,14744533,63364.21
44953,mi casita purepecha,4.7,18,34.1216373,-117.2955102,restaurante mexicano,California,38773436,14744533,63364.21
44965,el habanero,4.4,78,41.2360671,-74.38681389999999,restaurante mexicano,New York,19664161,3559667,59272.35
44976,restaurant lorena,4.0,47,33.4654226,-112.117546,restaurante mexicano,Arizona,6707875,2030951,45892.43
44989,o' paloma,4.4,16,33.8339258,-118.1846824,restaurante mexicano,California,38773436,14744533,63364.21
44999,rincon sabroso cafeteria,4.5,16,25.9310558,-80.1699666,restaurante peruano,Florida,20158603,4695397,48321.24
45005,halal5 restaurant,4.2,48,29.7237384,-95.5402606,restaurante mexicano,Texas,27337059,10704104,50373.87
45029,taco stand,4.5,28,29.8998892,-95.3552178,restaurante mexicano,Texas,27337059,10704104,50373.87
45037,sabores by chef james,4.1,33,25.7714371,-80.2627223,restaurante latinoamericano,Florida,20158603,4695397,48321.24
45046,don taco & ice cream land,3.7,38,42.0447479,-88.2770055,restaurante mexicano,Illinois,12829297,2113775,53467.05
45056,sancho's taqueria,4.3,16,37.496474,-122.2480943,restaurante mexicano,California,38773436,14744533,63364.21
45064,la sonsonateca restaurant,4.5,36,38.6880608,-121.3421097,restaurante centroamericano,California,38773436,14744533,63364.21
45075,cafeteria restaurant 55,4.6,58,40.7536088,-73.906195,restaurante latinoamericano,New York,19664161,3559667,59272.35
45097,restaurante puerto la union,4.3,64,34.0476767,-118.3228602,restaurante centroamericano,California,38773436,14744533,63364.21
45123,taqueria don emilio austin,4.1,17,30.2703897,-97.6965943,restaurante mexicano,Texas,27337059,10704104,50373.87
45141,las cocineras restaurant,4.7,27,37.7598556,-122.4145754,restaurante mexicano,California,38773436,14744533,63364.21
45149,rinconcito vegano,4.7,28,40.8565049,-73.9282022,restaurante dominicano,New York,19664161,3559667,59272.35
45157,taqueria mi nuevo san juan,4.7,77,41.7344824,-87.76360969999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
45185,el valenciano food truck,4.8,35,28.1284549,-81.6148446,restaurante venezolano,Florida,20158603,4695397,48321.24
45193,guapo taco,4.8,18,32.763001,-97.3087101,restaurante mexicano,Texas,27337059,10704104,50373.87
45201,nany mexican grill gorditas,4.2,38,42.0759869,-88.2601622,restaurante mexicano,Illinois,12829297,2113775,53467.05
45211,47th ave food store,4.1,68,33.480125,-112.160883,restaurante mexicano,Arizona,6707875,2030951,45892.43
45228,olga,4.3,38,40.838522,-73.9186821,restaurante latinoamericano,New York,19664161,3559667,59272.35
45252,el torito,4.0,26,40.7865542,-73.8359014,restaurante mexicano,New York,19664161,3559667,59272.35
45263,kwik pik food mart valero,3.7,28,32.6655809,-97.2428749,restaurante mexicano,Texas,27337059,10704104,50373.87
45275,chabelo's tacos,4.3,33,41.808433,-87.6920348,restaurante mexicano,Illinois,12829297,2113775,53467.05
45287,taco fanatico,4.6,28,32.800401,-96.6473699,restaurante mexicano,Texas,27337059,10704104,50373.87
45299,la charra,4.7,28,31.7956562,-95.1487513,restaurante mexicano,Texas,27337059,10704104,50373.87
45313,taqueria sabinas,4.1,37,29.8416507,-95.3430267,restaurante mexicano,Texas,27337059,10704104,50373.87
45323,"justin queso's tex-mex restaurant & bar - mexican food & more: brunch, lunch, dinner & late night drinks",4.4,46,34.0908826,-118.3861049,restaurante mexicano,California,38773436,14744533,63364.21
45334,tacos marcos,4.4,108,29.912381,-93.907294,restaurante mexicano,Texas,27337059,10704104,50373.87
45369,mi lindo sinaloa coachella,3.4,28,33.6895178,-116.1837318,restaurante mexicano,California,38773436,14744533,63364.21
45374,sabrosura peruana restaurant - authentic peruvian food,4.0,48,40.9094444,-73.7948844,restaurante peruano,New York,19664161,3559667,59272.35
45379,don andres modern taqueria,3.7,25,40.6972668,-73.9240875,restaurante mexicano,New York,19664161,3559667,59272.35
45387,omg tacos,3.8,53,32.7998462,-96.8051175,restaurante mexicano,Texas,27337059,10704104,50373.87
45402,tury's tacos,4.7,16,32.6980984,-117.1397799,restaurante mexicano,California,38773436,14744533,63364.21
45411,las delicias #2 carniceria y fruteria,4.4,18,29.7100677,-95.6429029,restaurante mexicano,Texas,27337059,10704104,50373.87
45417,el gallo giro,4.8,27,40.1802291,-122.2296142,restaurante mexicano,California,38773436,14744533,63364.21
45427,foodtruck,4.7,38,38.6805277,-121.7648517,restaurante mexicano,California,38773436,14744533,63364.21
45439,miranda,4.5,16,40.7199357,-73.9579098,restaurante latinoamericano,New York,19664161,3559667,59272.35
45445,sabor catracho,3.9,28,26.6636635,-81.83643169999999,restaurante centroamericano,Florida,20158603,4695397,48321.24
45451,bubbakoo's burritos,4.6,98,41.1893755,-74.0372646,restaurante mexicano,New York,19664161,3559667,59272.35
45471,el ranchero mexican restaurant,4.2,18,30.1141408,-93.748132,restaurante mexicano,Texas,27337059,10704104,50373.87
45475,tacos el trueno,4.6,24,29.8763822,-95.3256703,restaurante mexicano,Texas,27337059,10704104,50373.87
45483,nico's hispanic fusion,4.2,86,41.5052872,-90.5191956,restaurante latinoamericano,Illinois,12829297,2113775,53467.05
45512,tacos los amigos,4.3,13,35.3712504,-118.971127,restaurante mexicano,California,38773436,14744533,63364.21
45516,marco's restaurant,4.3,44,33.0369716,-115.6219664,restaurante mexicano,California,38773436,14744533,63364.21
45535,tacos los regios,4.7,18,32.3209982,-96.213352,restaurante mexicano,Texas,27337059,10704104,50373.87
45543,de oro la puerta mexican restaurant,4.6,48,33.6733978,-117.9732719,restaurante mexicano,California,38773436,14744533,63364.21
45563,surfwiches sandwich shop ii,4.8,16,30.286427,-81.439818,restaurante cubano,Florida,20158603,4695397,48321.24
45573,the wicked taco,4.8,58,33.668402,-97.14969,restaurante mexicano,Texas,27337059,10704104,50373.87
45585,tacos el chicken food truck,4.6,38,40.6427472,-73.9787271,restaurante mexicano,New York,19664161,3559667,59272.35
45589,fuego tortilla grill,4.6,58,29.574638,-98.5969278,restaurante mexicano,Texas,27337059,10704104,50373.87
45608,manoly's bakery,4.2,58,34.0431907,-118.4579859,restaurante mexicano,California,38773436,14744533,63364.21
45623,taqueria lago azul,4.4,88,34.3546516,-119.0572031,restaurante mexicano,California,38773436,14744533,63364.21
45648,pico's chicken grill,4.7,48,31.809132,-106.2591913,restaurante mexicano,Texas,27337059,10704104,50373.87
45664,taqueria gonzalez,4.5,48,27.959074,-82.4829864,restaurante mexicano,Florida,20158603,4695397,48321.24
45683,martinez restaurante tacos tortas y mas,3.8,16,33.6739959,-96.591629,restaurante mexicano,Texas,27337059,10704104,50373.87
45692,taco bravo,3.9,38,34.0430475,-118.2744701,restaurante mexicano,California,38773436,14744533,63364.21
45708,verde at cypress falls,4.7,53,30.0202006,-98.1158063,restaurante mexicano,Texas,27337059,10704104,50373.87
45731,con sabor latino,3.9,44,40.883843,-73.897967,restaurante latinoamericano,New York,19664161,3559667,59272.35
45744,alberto's mexican food,3.4,15,34.0854996,-117.6710361,restaurante mexicano,California,38773436,14744533,63364.21
45750,refresqueria mexico,3.4,26,29.3034066,-94.7739773,restaurante mexicano,Texas,27337059,10704104,50373.87
45761,jovita's taco hut,4.2,58,29.0638089,-95.5803949,restaurante mexicano,Texas,27337059,10704104,50373.87
45777,viva ceviche,4.5,36,40.7505075,-73.87828209999999,restaurante peruano,New York,19664161,3559667,59272.35
45788,fonda garibaldi,4.7,36,40.6243148,-74.0034579,restaurante mexicano,New York,19664161,3559667,59272.35
45800,tacos la potosina,4.9,28,29.7302957,-95.606185,restaurante mexicano,Texas,27337059,10704104,50373.87
45805,el semaforo,4.6,25,29.8895213,-95.3940528,restaurante mexicano,Texas,27337059,10704104,50373.87
45813,delicia restaurant,4.2,28,41.0028887,-73.6676038,restaurante centroamericano,New York,19664161,3559667,59272.35
45820,camila's mexican restaurant - blanco road,4.3,38,29.6421088,-98.5185141,restaurante mexicano,Texas,27337059,10704104,50373.87
45838,la charrita,4.5,48,40.8130523,-73.9197918,restaurante mexicano,New York,19664161,3559667,59272.35
45847,panchos el rio mexican restaurant,4.2,26,30.0290201,-95.2392046,restaurante mexicano,Texas,27337059,10704104,50373.87
45856,mamma chilli,4.9,34,29.584827,-98.532837,restaurante mexicano,Texas,27337059,10704104,50373.87
45866,habanero grill,3.6,18,34.058907,-118.4151891,restaurante mexicano,California,38773436,14744533,63364.21
45873,el capitan taqueria,3.9,38,37.7927954,-122.4213895,restaurante mexicano,California,38773436,14744533,63364.21
45888,la ceiba restaurant cafe,4.0,58,25.762985,-80.2963456,restaurante centroamericano,Florida,20158603,4695397,48321.24
45900,rebel tacos,3.5,38,33.5245692,-117.1546001,restaurante mexicano,California,38773436,14744533,63364.21
45916,abuelo's taqueria,3.1,25,33.578421,-101.90655,restaurante mexicano,Texas,27337059,10704104,50373.87
45926,que lindo es mexico,4.4,15,29.7449389,-94.9634861,restaurante mexicano,Texas,27337059,10704104,50373.87
45932,taide's bionicos,4.2,38,33.9527778,-118.1944444,restaurante mexicano,California,38773436,14744533,63364.21
45950,el buen taco,4.1,38,34.0543421,-117.7726569,restaurante mexicano,California,38773436,14744533,63364.21
45964,mr ceviche peruvian restaurant,4.5,88,25.7952598,-80.1888439,restaurante peruano,Florida,20158603,4695397,48321.24
